m,first5,last5,sliding5,random5
1,0.9627954249594771,1.007013362475381,0.9500623408046102,1.0624789614130394
2,2.0426376663266903,1.7605916460168367,1.7034140420774682,2.3807214768412255
3,0.7815344948577787,0.9662505753276135,0.8473844453546754,0.9872193128105382
4,0.7076281534365084,0.9366657745046788,0.819915558240551,0.850765024936406
