m,method,variant,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,picp_mean,picp_std,mpiw_mean,mpiw_std,ece_mean,ece_std,nll_mean,nll_std,physics_residual_abs_mean,physics_residual_abs_std
1,adaptive_pinn,uncertainty_adaptive_beta=5,0.7772458167781587,0.0019078214893213587,0.9639797017391775,0.0016991359561926793,1.0062990146435131,0.024627530173089163,0.017543859649122806,0.030386856273138196,0.05732194628911664,0.0010240451832784388,0.654776096491228,0.020890963687782472,2181.252586194844,45.23161604295534,0.008101601224856453,0.004664557657165292
1,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.7749437919180644,0.000986033244050581,0.9671923603016909,0.002083732391740789,1.0356977522035367,0.012526174034595704,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,467731978213.6414,2016292885.421127,0.0038768733787375442,0.0016941993284633763
1,fixed_pinn,fixed_gompertz_lambda=10,0.775340282603314,0.0024276682165916426,0.9670177378321174,0.004717900027562027,1.0306608922426956,0.030840131143549148,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,467569072154.9664,4565491417.573272,0.0007698119041970383,0.00041531628669904644
1,no_physics,plain_mlp,0.7773146026097892,0.001356608803381384,0.9634990166132429,0.0017359334207870238,1.0055799164056998,0.01723381848398849,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,464166181982.72687,1673348606.709545,0.06845821867403346,0.02404796777331038
1,persistence,persistence_anchor,0.7777538334780632,0.0,0.9627954249594772,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,463487515148.55365,0.0,0.0,0.0
1,state_space_uq,latent_state_space_uq,0.7770933176047707,0.0015147947591700427,0.9638219569991194,0.001875707174786033,1.0083910330782149,0.019243349952493764,0.9824561403508772,0.015193428136569122,4.6748436809392375,0.02832988398055076,0.06562127192982457,0.00827414469612702,1.4216427962473848,0.0031741846360487064,0.02726133280499553,0.021249843339224007
2,adaptive_pinn,uncertainty_adaptive_beta=5,0.6024232897552939,0.007884098225830487,0.7581501908238989,0.010184715853832028,1.3891463876341665,0.07094211202108701,0.13157894736842105,0.045580284409707295,0.26046552008197627,0.03921828461804879,0.5889866228070176,0.0263842311743771,78.58365718747721,35.712984842680385,0.008173310841868673,0.0019410495849644233
2,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.5984801098769693,0.0008369149301029406,0.7762058898942722,0.007288720348965342,1.4290937079690573,0.019577497957478426,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,301265500221.8249,5671623366.349178,0.019863268425598365,0.0030073465558166004
2,fixed_pinn,fixed_gompertz_lambda=10,0.6040264879794498,0.002298400956042389,0.7606977556157059,0.002467249252691577,1.4423098475934388,0.13275261418535284,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,289332566792.78107,1877529554.1354892,0.006779481592322185,0.0037840899239807014
2,no_physics,plain_mlp,0.6077361313724204,0.008663129874279507,0.7565888113260085,0.0040952727128788415,1.496673454659789,0.12133258770865542,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,286218905118.4858,3093978286.3968263,0.3331169197998112,0.05100230841338639
2,persistence,persistence_anchor,0.598707574524478,0.0,0.7590149944992222,0.0,1.306366612626417,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,288051880924.43054,0.0,0.0,0.0
2,state_space_uq,latent_state_space_uq,0.6108672643374455,0.008370494252363669,0.799143742390707,0.01552973427003622,1.3968851451640225,0.032144743518668646,0.9824561403508772,0.015193428136569074,3.5850947992642497,0.07266760861914075,0.06452214912280706,0.00827832723165652,1.179429160369507,0.0010299805794349362,0.3836729904876896,0.004762689181035662
3,adaptive_pinn,uncertainty_adaptive_beta=5,0.42250205311011274,0.005012970509108226,0.5389490847135868,0.006918667435500772,0.7977237752950792,0.0549820562867879,0.17543859649122806,0.06077371254627639,0.23668576856388857,0.010974687850787262,0.5747322368421052,0.037070485755212546,43.094425024614964,1.4776626253659602,0.006701190881053608,0.000662341390211234
3,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.38681308595104175,0.013280718761855973,0.5080847521229482,0.008130442193867757,0.8258510384435559,0.02511131361545748,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,129097092353.77824,4113172760.335189,0.018992576766451885,0.002394064653656276
3,fixed_pinn,fixed_gompertz_lambda=10,0.42599747594642007,0.0055450646149303095,0.5410227455587245,0.006266599499694905,0.814753842545266,0.05507118124391089,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,146365895682.8168,3379172973.9969645,0.022453154752244187,0.011643274879951237
3,no_physics,plain_mlp,0.4167018078365608,0.002476394475693546,0.5407778796110795,0.01190616984985588,0.869310907004829,0.19007063513241543,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,146267609818.92892,6479514924.683237,0.33846060172641784,0.03025737970071741
3,persistence,persistence_anchor,0.39917743513426657,0.0,0.5056675855152925,0.0,0.780557311003894,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,127849853507.53624,0.0,0.0,0.0
3,state_space_uq,latent_state_space_uq,0.41167753431619264,0.014183472904860028,0.531015739127696,0.014657161366768555,0.989821674247913,0.06536750571873583,0.9912280701754387,0.015193428136569065,3.035325452955933,0.0805240072897106,0.1237326754385965,0.005024754051486681,0.8963953884393311,0.03465980615999732,0.3986858362079688,0.010936192702005555
4,adaptive_pinn,uncertainty_adaptive_beta=5,0.35261770351238453,0.01003232275550244,0.43574493190931557,0.0036622130637425773,0.6588766036136021,0.07343991106793557,0.2982456140350877,0.06077371254627639,0.3528655546743897,0.0584624294029878,0.5144252192982456,0.015545446138988828,13.368243995627997,6.229054540562375,0.03145975036225999,0.007154703704868869
4,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.3574944243423248,0.004909457846132669,0.4472009794603879,0.005700572537982752,0.7055708971361531,0.03614319575806853,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,100005190178.02217,2552936358.755798,0.019243104838062654,0.005941477951216135
4,fixed_pinn,fixed_gompertz_lambda=10,0.33758925701279124,0.004261965464963248,0.4305256435044919,0.005285262688981607,0.6194366173246642,0.012131273469116322,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,92685476178.479,2267788482.4798384,0.008630390114469685,0.0017830428509157362
4,no_physics,plain_mlp,0.34560111882328465,0.00859784026410432,0.42675522333570165,0.008994235003486624,0.6788780664000319,0.03949814831233593,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,91086975730.35501,3819047861.268352,0.45816429350080873,0.01404489716272046
4,persistence,persistence_anchor,0.35693784568055076,0.0,0.4529820598537085,0.0,0.6964325918696788,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,102596373261.75783,0.0,0.0,0.0
4,state_space_uq,latent_state_space_uq,0.358304373527828,0.022734231717578032,0.44863794632623094,0.01577096993312143,0.7662035892508299,0.10275004376979312,0.9824561403508771,0.03038685627313827,2.241700282111157,0.16467290508606972,0.07899846491228073,0.027598361780104313,0.681944965933141,0.019060822944741523,0.48145782281236454,0.04227492003767667
