m,method,variant,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,picp_mean,picp_std,mpiw_mean,mpiw_std,ece_mean,ece_std,nll_mean,nll_std,physics_residual_abs_mean,physics_residual_abs_std
2,physics_feature_fusion,physics_feature_fusion_pinn_lambda=1,0.6041598591009939,0.004798290768712823,0.769378164230873,0.018654294044120338,1.4094791507816637,0.023021038861055915,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,296087374013.4991,14296185951.93624,0.012479603912994306,0.0024848881610121847
2,physics_feature_fusion_uq,physics_feature_fusion_uq,0.611763980396811,0.0033641930174200404,0.7821484535449258,0.004760121861195178,1.5008570966190085,0.10672748526443625,0.14035087719298245,0.015193428136569098,0.22847670060133132,0.01874588369220331,0.5846006578947368,0.011395071102426876,106.25264590172917,9.751303636328624,0.3065044346197531,0.06590355551191979
3,adaptive_pinn,uncertainty_adaptive_beta=5,0.4171434113101446,0.010207436795292383,0.5333743368890623,0.009244350301704219,0.7603489150967301,0.0023041434339501274,0.20175438596491227,0.015193428136569098,0.2500152422751917,0.026702349286781214,0.548416447368421,0.02372073207542099,38.878047959339774,8.465918352440696,0.008556338517496544,0.003120041486909301
3,fixed_pinn,fixed_gompertz_lambda=10,0.4270971298152417,0.004701249104201621,0.5437030204595442,0.003490560034310163,0.8276429708607335,0.06897910467218668,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,147810548551.97025,1896284481.4912972,0.022239389612857246,0.0037547705392048467
3,no_physics,plain_mlp,0.41909435267249745,0.013887521525692958,0.5422591171378349,0.013870775442321025,0.9033020213871631,0.16199799414071475,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,147086607850.44595,7493901931.7343,0.37099517738616966,0.03550230548103797
3,physics_feature_fusion,physics_feature_fusion,0.410317037172877,0.00995726921340233,0.5294169325440322,0.012930214449225737,0.8866461208984807,0.05808459367369553,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,140196874367.83725,6893665199.396984,0.36820731369094856,0.03393750164786805
3,physics_feature_fusion,physics_feature_fusion_pinn_lambda=1,0.39052722581841964,0.002014476649991787,0.5132838530146183,0.005358046950903281,0.7972929768692637,0.011079379311289661,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,131739726425.57893,2743210139.5974703,0.023319132924983332,0.010842150692769522
3,physics_feature_fusion_uq,physics_feature_fusion_uq,0.4125935697133996,0.03638463076616261,0.5326988210468727,0.025432631191578407,0.8297933913908843,0.044999384569055244,0.1929824561403509,0.04019803241189333,0.2377922741871882,0.01644399682153643,0.5506094298245614,0.03517327836040665,48.391294888497576,8.369222936193504,0.38527681164103766,0.05087957865229967
4,adaptive_pinn,uncertainty_adaptive_beta=5,0.3712336846896684,0.010522390373688184,0.4625736355083235,0.024161958251507406,0.6715349363211253,0.07800153042798472,0.25438596491228066,0.01519342813656911,0.30721010238160945,0.09398370934550031,0.535258552631579,0.018315014351414555,23.678781497887428,16.562528886467778,0.032757121984760044,0.010587821586962535
4,fixed_pinn,fixed_gompertz_lambda=10,0.3365603618307464,0.0025862856295868846,0.43375818640671043,0.0034268062182354793,0.6140385827413636,0.002830627372256549,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,94076996458.14185,1488268328.7331026,0.008066986595188782,0.0034693830377095286
4,no_physics,plain_mlp,0.3415780058947571,0.006059418694745993,0.4343850428445762,0.005272083704208414,0.6309949647506877,0.02115438074763345,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,94354447666.17363,2295741891.179905,0.39521309747785555,0.06079178045709239
4,physics_feature_fusion,physics_feature_fusion,0.36634016749367376,0.008895154249185825,0.4554084486974112,0.00378876977406847,0.8171675115163067,0.12562982995473213,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,103703212485.06166,1726317489.4682367,0.4901835402559467,0.024123671765979123
4,physics_feature_fusion,physics_feature_fusion_pinn_lambda=1,0.3554720957355018,0.005475251879105286,0.4515896330198022,0.008047022990954698,0.6869400864260365,0.04676163153772422,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,101988183172.25557,3626475350.3734107,0.02964242144799129,0.009479288618350876
4,physics_feature_fusion_uq,physics_feature_fusion_uq,0.36051507483742995,0.010459340855773418,0.4490993018063229,0.012603553422256563,0.7629694635228854,0.00835106335439559,0.20175438596491227,0.04019803241189333,0.25547079525871624,0.023061108827108906,0.5780217105263158,0.018315014351414558,34.77548750973166,6.12729137196995,0.510655684120229,0.10953675114354261
