m,split,method,variant,n_repeats,covered_model_repeat_evaluations,total_model_repeat_evaluations,pooled_model_repeat_picp,coverage_aggregation_unit,mae_mean,mae_sd,mae_ci95_half,rmse_mean,rmse_sd,rmse_ci95_half,mape_mean,mape_sd,mape_ci95_half,picp_mean,picp_sd,picp_ci95_half,mpiw_mean,mpiw_sd,mpiw_ci95_half,ece_mean,ece_sd,ece_ci95_half,nll_mean,nll_sd,nll_ci95_half,interval_score_mean,interval_score_sd,interval_score_ci95_half,wis_1level_mean,wis_1level_sd,wis_1level_ci95_half,physics_residual_abs_mean,physics_residual_abs_sd,physics_residual_abs_ci95_half
4,test,deterministic,calibrated,10,380,380,1.0,trajectory_by_model_repeat,0.3538450192611077,0.01777215438326387,0.011015295408734738,0.4408932699075557,0.013247706125753014,0.00821101332546913,0.6878044219460198,0.06774392866255748,0.04198812199544259,1.0,0.0,0.0,2.9337226808071137,0.15230594132864128,0.09440020045179773,,,,,,,2.9337226808071137,0.15230594132864128,0.09440020045179773,0.47669633647758414,0.013752746213890806,0.008524040415157821,,,
4,calibration,gaussian_process,raw,10,260,270,0.9629629629629629,trajectory_by_model_repeat,0.47438283238056467,3.859174242873585e-09,2.3919409770075262e-09,0.585681231990099,3.145635974435713e-09,1.949685376320089e-09,3.638980804766162,9.461069602856441e-08,5.8640316930965636e-08,0.962962962962963,1.1702778228589004e-16,7.253457094217689e-17,2.475195503524675,3.973332803554607e-08,2.4626971859746058e-08,0.030660648148148152,3.657118196434064e-18,2.266705341943028e-18,0.8888260717437204,6.401621118730919e-09,3.967765876714479e-09,2.8304438847201894,4.365542298252451e-08,2.705791149319634e-08,0.5865762158253088,4.309098814941385e-09,2.6708071159176467e-09,,,
4,test,gaussian_process,raw,10,370,380,0.9736842105263158,trajectory_by_model_repeat,0.3508586744796434,8.853518607841301e-09,5.487467685062473e-09,0.43918710894623436,1.2294069638945066e-08,7.619943307270901e-09,0.6552102325758169,2.1299059102167294e-08,1.3201293601152363e-08,0.9736842105263157,1.1702778228589004e-16,7.253457094217689e-17,2.4715700202184814,4.068938673812233e-08,2.521954318283149e-08,0.10947828947368424,0.0,0.0,0.6999848250168481,2.1541266408931006e-08,1.3351415245192817e-08,2.488060145146478,8.108893461915496e-08,5.025944238086957e-08,0.45263017308282594,1.2103446393166692e-08,7.501793795470689e-09,,,
4,test,gaussian_process,calibrated,10,380,380,1.0,trajectory_by_model_repeat,0.3508586744796434,8.853518607841301e-09,5.487467685062473e-09,0.43918710894623436,1.2294069638945066e-08,7.619943307270901e-09,0.6552102325758169,2.1299059102167294e-08,1.3201293601152363e-08,1.0,0.0,0.0,2.9523141699984943,5.1680702210869066e-08,3.203203109239618e-08,,,,,,,2.9523141699984943,5.1680702210869066e-08,3.203203109239618e-08,0.47473750759958877,9.243198007701175e-09,5.728993479380193e-09,,,
4,calibration,mc_dropout,raw,10,256,270,0.9481481481481482,trajectory_by_model_repeat,0.46188696986432537,0.007214347184775519,0.004471498711282395,0.5853005170299947,0.010676619729725943,0.00661743746725536,3.61496474858414,0.3454453230937857,0.21410922949370875,0.9481481481481481,0.01912584368497487,0.011854320730506225,2.4263551767927622,0.08458651189692694,0.0524272632369509,0.04238638888888887,0.006128315239579246,0.0037983691378118117,0.8824884006350677,0.014895776877186651,0.00923249816011769,2.8648650021612476,0.09547299394693684,0.05917477471792669,0.5763144952117978,0.007107081130794168,0.004405014522227265,,,
4,test,mc_dropout,raw,10,373,380,0.9815789473684211,trajectory_by_model_repeat,0.33871847856215104,0.014397577055672036,0.008923710711606084,0.43178438783801143,0.012596539088484359,0.007807415814370561,0.6469222108221303,0.024291803616172003,0.015056215868521163,0.9815789473684211,0.012711733987885459,0.007878814352731084,2.3828371322021313,0.08333499257203028,0.05165156352288252,0.1147422368421053,0.0120296394533269,0.007456047780214618,0.6749810544766086,0.025293470687584717,0.015677055551480683,2.4175685372109355,0.056724057802139,0.03515793527323358,0.43771133849780747,0.01410966432914873,0.00874526055490617,,,
4,test,mc_dropout,calibrated,10,380,380,1.0,trajectory_by_model_repeat,0.33871847856215104,0.014397577055672036,0.008923710711606084,0.43178438783801143,0.012596539088484359,0.007807415814370561,0.6469222108221303,0.024291803616172003,0.015056215868521163,1.0,0.0,0.0,2.9511840098341082,0.1219243566986547,0.0755694992060371,,,,,,,2.9511840098341082,0.1219243566986547,0.0755694992060371,0.4631215990989109,0.012244627521515403,0.0075892987654007284,,,
4,calibration,deep_ensemble,raw,10,258,270,0.9555555555555556,trajectory_by_model_repeat,0.46950076745124536,0.002266585800509725,0.001404844433794126,0.5811401587482999,0.00393601661442278,0.0024395683723287833,3.4377165483949446,0.0800466818411819,0.049613447416367175,0.9555555555555557,0.01561618597614012,0.009679012345678997,2.34063472015,0.04606108707571109,0.02854895754586796,0.0375400925925926,0.006062068438577783,0.0037573089451543606,0.8678227188584804,0.004846978943969331,0.003004188673828864,2.744616209701276,0.0344154735717616,0.021330931515059007,0.5778395980345802,0.0025624444985460513,0.0015882195546620143,,,
4,test,deep_ensemble,raw,10,373,380,0.9815789473684211,trajectory_by_model_repeat,0.34550923991053806,0.003590817922703208,0.0022256120065445298,0.42777574180831596,0.003416536823438793,0.002117591462093014,0.6606977770382038,0.018676508965407606,0.011575820185963613,0.9815789473684211,0.012711733987885459,0.007878814352731084,2.2856991140269445,0.048578688971758995,0.03010938336754965,0.09303328947368421,0.008205741544220787,0.005085971301399374,0.6518375374354419,0.012123673136119067,0.007514330460636437,2.3132820135466194,0.04132064497967366,0.025610801094502256,0.43921270532178014,0.0037699153138369508,0.0023366177196239577,,,
4,test,deep_ensemble,calibrated,10,380,380,1.0,trajectory_by_model_repeat,0.34550923991053806,0.003590817922703208,0.0022256120065445298,0.42777574180831596,0.003416536823438793,0.002117591462093014,0.6606977770382038,0.018676508965407606,0.011575820185963613,1.0,0.0,0.0,2.809155901264547,0.037233473895898955,0.0230775462114469,,,,,,,2.809155901264547,0.037233473895898955,0.0230775462114469,0.46282574759406225,0.0031956239324022633,0.00198066823366008,,,
4,calibration,bayesian_laplace,raw,10,259,270,0.9592592592592593,trajectory_by_model_repeat,0.4756121766650015,0.006497077534626305,0.0040269303762496,0.5960096055682709,0.01650696653121511,0.010231123853766498,3.603185181631855,0.36327309678128034,0.22515899810435916,0.9592592592592594,0.011712139482105092,0.007259259259259248,2.4228200125423545,0.009361074850695582,0.005802054303601662,0.031911851851851844,0.00707455847255095,0.004384856769807348,0.9030598107407327,0.025990923880135342,0.016109341518844612,2.8021899534417507,0.1419934948080675,0.08800847987807417,0.5864015946067515,0.009068367768864874,0.005620632574695783,,,
4,test,bayesian_laplace,raw,10,376,380,0.9894736842105263,trajectory_by_model_repeat,0.3503570763296202,0.02003446015113607,0.012417487050816354,0.43860405518618295,0.014229894714180754,0.008819780119595572,0.6959474501133742,0.08136014792610262,0.050427542130082964,0.9894736842105264,0.01358941524985057,0.008422806834833374,2.4228200125423536,0.009361074850695393,0.005802054303601544,0.11211144736842107,0.012189685102551003,0.007555245101319729,0.6897754496905512,0.01733573208324803,0.010744798064745816,2.4585144289996532,0.05160986700999974,0.0319881269800367,0.4507455216948599,0.018080022642296467,0.011206114132626226,,,
4,test,bayesian_laplace,calibrated,10,380,380,1.0,trajectory_by_model_repeat,0.3503570763296202,0.02003446015113607,0.012417487050816354,0.43860405518618295,0.014229894714180754,0.008819780119595572,0.6959474501133742,0.08136014792610262,0.050427542130082964,1.0,0.0,0.0,2.9318267524242403,0.19104425752627802,0.11841045758504552,,,,,,,2.9318267524242403,0.19104425752627802,0.11841045758504552,0.4732842037626973,0.01468540775759628,0.009102110028932785,,,
