m,variant,lambda_phys,tau,calibration,mae_mean,mae_std,rmse_mean,rmse_std,picp_mean,picp_std,mpiw_mean,mpiw_std,ece_mean,ece_std,nll_mean,nll_std,physics_residual_abs_mean,physics_residual_abs_std
1,mapp,0.1,1.0,raw,0.7757260828981535,0.00018284042908321468,0.9635009243325533,0.0008561372734929032,0.0,0.0,0.09800971903952589,0.011158314520511607,0.6668375000000001,0.0,832.5876716723918,137.04685149129594,0.0011230367235839367,0.0006821768989638926
1,mapp,0.1,3.0,raw,0.7753613998035066,0.0007824441214205035,0.9635207716283576,0.0016910205549818408,0.008771929824561403,0.015193428136569098,0.11263149112397641,0.005786158667797597,0.6657410087719299,0.0018991785170711113,575.2823683697817,96.20429319259951,0.0036583757416034737,0.0020195120148489235
1,mapp,10.0,0.03,raw,0.7763589207458783,0.0004623343006973206,0.9637390768945227,0.000453694683901764,0.0,0.0,0.06005170764074775,0.010181825695260894,0.6668375000000001,0.0,2202.761575318941,522.4127310817598,0.001573703542817384,0.0007747011523562545
1,mapp,10.0,1.0,raw,0.7758003824488505,0.00017600740216171877,0.9638831146889562,0.0006608901619199428,0.0,0.0,0.05900779747191751,0.006701242121421785,0.6668375000000001,0.0,2381.6623266271577,602.8655959727002,0.00218973052687943,0.00023340941874165562
1,mapp,10.0,3.0,raw,0.7764699719682859,0.0004473841356625566,0.9640192802805903,0.0006266951970366979,0.0,0.0,0.06787004584871363,0.005121478635374392,0.6668375000000001,0.0,1788.455111378529,251.1217726825179,0.0012879288018060227,0.0004497704758773377
1,mapp,10.0,0.01,raw,0.7761247291376717,0.0010423677329394593,0.9640709267094473,0.0006218824549215124,0.0,0.0,0.06810700877063107,0.010349956159804162,0.6668375000000001,0.0,1782.6305644704496,840.7922909898878,0.0028429131877298155,0.0018378357247366556
1,mapp,0.1,0.01,raw,0.776098095885429,0.0004899176683574065,0.964192449067618,0.0006993029004342414,0.0,0.0,0.08729227129043193,0.018724401381187614,0.6668375000000001,0.0,1132.0465672260343,590.0124730264123,0.0015348442442094286,0.0015246789833452145
1,mapp,0.1,0.03,raw,0.7764470743244155,0.0005384032059658269,0.9642901795964889,0.0006594039614940594,0.0,0.0,0.09618317121803238,0.0031053041295537737,0.6668375000000001,0.0,847.6325378918426,53.48553769774543,0.0006074712728150189,0.0003138523193937678
1,fixed_gompertz,10.0,1.0,raw,0.775865361870577,0.00029489780530894574,0.9643358574855622,0.0005873437855782504,0.0,0.0,0.07916143936873005,0.02104620322960136,0.6668375000000001,0.0,1461.3815884419716,912.977378526722,0.0004419075946013133,0.00047455660172933205
1,mapp,1.0,0.3,raw,0.7759736681912551,0.0009883444837125233,0.9643441345305727,0.0003704066131070024,0.008771929824561403,0.015193428136569098,0.0853594866695634,0.010219685374819062,0.6657410087719299,0.0018991785170711193,1108.0445668199857,339.2488866649914,0.002550497961541017,0.001231464052550621
