repeat,m,method,method_id,calibration_type,alpha,nominal_coverage,n_val,n_calibration_patients,n_test,finite_sample_quantile_level,finite_sample_quantile_rank,q_score,score_min,score_median,score_p90,score_max,raw_rmse,raw_picp,raw_mpiw,raw_ece,raw_nll,calibrated_picp,calibrated_mpiw,calibrated_ece,calibrated_nll,covered_count,picp_wilson95_low,picp_wilson95_high,picp_patient_cluster_bootstrap95_low,picp_patient_cluster_bootstrap95_high,n_test_patients,n_cluster_bootstrap
1,2,Deterministic,deterministic,absolute_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.0758888125419617,0.06709730625152589,0.3965510874986649,1.0261003077030182,1.425511598587036,0.4432698331361658,,,,,0.9736842105263158,2.1517776250839233,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
1,2,Deterministic,deterministic,absolute_residual,0.05,0.95,27,19,38,1.0,19,1.425511598587036,0.06709730625152589,0.3965510874986649,1.0261003077030182,1.425511598587036,0.4432698331361658,,,,,1.0,2.8510231971740723,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,2,Cohort-level Feature GP,gaussian_process,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.7655802518304822,0.11370382829301624,0.5633771586496034,1.5760713598958342,2.3443368232333373,0.43905542912919443,0.9736842105263158,2.4700870779144366,0.10618881578947371,0.6995131401980172,0.9736842105263158,2.225110767068928,,,37,0.8650512388404787,0.9953394123142312,0.90625,1.0,26,5000
1,2,Cohort-level Feature GP,gaussian_process,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.3443368232333373,0.11370382829301624,0.5633771586496034,1.5760713598958342,2.3443368232333373,0.43905542912919443,0.9736842105263158,2.4700870779144366,0.10618881578947371,0.6995131401980172,1.0,2.9545012760561304,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,2,MC Dropout,mc_dropout,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.774887930553204,0.01596522902813714,0.5252303446726482,1.6513312036798269,2.5021175309714745,0.42895067032740203,1.0,2.415930014664343,0.11276776315789476,0.6696698801526925,0.9736842105263158,2.187797866650716,,,37,0.8650512388404787,0.9953394123142312,0.9090380549682875,1.0,26,5000
1,2,MC Dropout,mc_dropout,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.5021175309714745,0.01596522902813714,0.5252303446726482,1.6513312036798269,2.5021175309714745,0.42895067032740203,1.0,2.415930014664343,0.11276776315789476,0.6696698801526925,1.0,3.084210164560954,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,2,Deep Ensemble,deep_ensemble,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.802951056213179,0.09824944246449549,0.6402116590259197,1.6661855838023085,2.3270919249583417,0.43791302696059614,1.0,2.4079927917019632,0.10947828947368422,0.6824171913847766,0.9736842105263158,2.2150882268235135,,,37,0.8650512388404787,0.9953394123142312,0.9032258064516129,1.0,26,5000
1,2,Deep Ensemble,deep_ensemble,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.3270919249583417,0.09824944246449549,0.6402116590259197,1.6661855838023085,2.3270919249583417,0.43791302696059614,1.0,2.4079927917019632,0.10947828947368422,0.6824171913847766,1.0,2.859042627889174,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,2,Gaussian residual-scale,bayesian_laplace,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.7774421269097207,0.007449889639123998,0.49246526160949167,1.6854471554403372,2.476421777352399,0.44589933018665445,0.9736842105263158,2.434689215463482,0.11605723684210528,0.7003833829910661,0.9736842105263158,2.2079585194587708,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
1,2,Gaussian residual-scale,bayesian_laplace,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.476421777352399,0.007449889639123998,0.49246526160949167,1.6854471554403372,2.476421777352399,0.44589933018665445,0.9736842105263158,2.434689215463482,0.11605723684210528,0.7003833829910661,1.0,3.0762388706207267,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,Deterministic,deterministic,absolute_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.0944139957427979,0.017173707485198975,0.3951160199940204,1.0414673388004303,1.3522349596023557,0.43098031383999147,,,,,1.0,2.1888279914855957,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,Deterministic,deterministic,absolute_residual,0.05,0.95,27,19,38,1.0,19,1.3522349596023557,0.017173707485198975,0.3951160199940204,1.0414673388004303,1.3522349596023557,0.43098031383999147,,,,,1.0,2.704469919204712,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,Cohort-level Feature GP,gaussian_process,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.7667174847381157,0.1164891006079155,0.5643507943375999,1.5757780767173157,2.3411958197064844,0.4391871076152055,0.9736842105263158,2.471570013111951,0.10947828947368424,0.6999848220469722,0.9736842105263158,2.2278807117693047,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
1,3,Cohort-level Feature GP,gaussian_process,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.3411958197064844,0.1164891006079155,0.5643507943375999,1.5757780767173157,2.3411958197064844,0.4391871076152055,0.9736842105263158,2.471570013111951,0.10947828947368424,0.6999848220469722,1.0,2.9523141386536778,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,MC Dropout,mc_dropout,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.8088337817097488,0.09761377921096955,0.6230184327782169,1.7284481680033843,2.361180554362581,0.4272033853367142,1.0,2.3809917229876674,0.10947828947368424,0.6663626751005703,0.9736842105263158,2.1973966340621693,,,37,0.8650512388404787,0.9953394123142312,0.90625,1.0,26,5000
1,3,MC Dropout,mc_dropout,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.361180554362581,0.09761377921096955,0.6230184327782169,1.7284481680033843,2.361180554362581,0.4272033853367142,1.0,2.3809917229876674,0.10947828947368424,0.6663626751005703,1.0,2.86839523621963,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,Deep Ensemble,deep_ensemble,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.8652575388282653,0.0802909602344391,0.631115204517912,1.7990554479099286,2.2984799833050933,0.43638029532956635,1.0,2.3140349020162274,0.09632828947368424,0.6671963800110305,0.9736842105263158,2.2022195714531954,,,37,0.8650512388404787,0.9953394123142312,0.90625,1.0,26,5000
1,3,Deep Ensemble,deep_ensemble,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.2984799833050933,0.0802909602344391,0.631115204517912,1.7990554479099286,2.2984799833050933,0.43638029532956635,1.0,2.3140349020162274,0.09632828947368424,0.6671963800110305,1.0,2.7137044072785956,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,3,Gaussian residual-scale,bayesian_laplace,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.9412874132854256,0.10361151373510111,0.5296316062934878,1.5148582723619723,2.355574118806646,0.42861461871494555,0.9736842105263158,2.418577597287697,0.12263618421052633,0.6773352755354629,0.9736842105263158,2.395530879497528,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
1,3,Gaussian residual-scale,bayesian_laplace,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.355574118806646,0.10361151373510111,0.5296316062934878,1.5148582723619723,2.355574118806646,0.42861461871494555,0.9736842105263158,2.418577597287697,0.12263618421052633,0.6773352755354629,1.0,2.90675687789917,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,Deterministic,deterministic,absolute_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.12119859457016,0.010915696620941051,0.40212526917457586,0.9862358272075653,1.3618045449256895,0.4531175633349505,,,,,1.0,2.24239718914032,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,Deterministic,deterministic,absolute_residual,0.05,0.95,27,19,38,1.0,19,1.3618045449256895,0.010915696620941051,0.40212526917457586,0.9862358272075653,1.3618045449256895,0.4531175633349505,,,,,1.0,2.7236090898513794,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,Cohort-level Feature GP,gaussian_process,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.7667174847381157,0.1164891006079155,0.5643507943375999,1.5757780767173157,2.3411958197064844,0.4391871076152055,0.9736842105263158,2.471570013111951,0.10947828947368424,0.6999848220469722,0.9736842105263158,2.2278807117693047,,,37,0.8650512388404787,0.9953394123142312,0.9047235023041474,1.0,26,5000
1,4,Cohort-level Feature GP,gaussian_process,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.3411958197064844,0.1164891006079155,0.5643507943375999,1.5757780767173157,2.3411958197064844,0.4391871076152055,0.9736842105263158,2.471570013111951,0.10947828947368424,0.6999848220469722,1.0,2.9523141386536778,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,MC Dropout,mc_dropout,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.980290598451211,0.013384550406953782,0.5214923747672632,1.6383857710473055,2.5803767949395344,0.4321223649206065,0.9736842105263158,2.305191590326175,0.11276776315789476,0.6595939765758919,0.9736842105263158,2.3290985293400577,,,37,0.8650512388404787,0.9953394123142312,0.9032258064516129,1.0,26,5000
1,4,MC Dropout,mc_dropout,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.5803767949395344,0.013384550406953782,0.5214923747672632,1.6383857710473055,2.5803767949395344,0.4321223649206065,0.9736842105263158,2.305191590326175,0.11276776315789476,0.6595939765758919,1.0,3.0348837705623994,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,Deep Ensemble,deep_ensemble,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.8540743073627914,0.13198877919105723,0.6423230046151273,1.7840876061523205,2.3281957012931778,0.4286072695946401,1.0,2.3416823771347666,0.09632039473684212,0.6646221475783761,0.9736842105263158,2.2151698529647503,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
1,4,Deep Ensemble,deep_ensemble,normalized_residual,0.05,0.95,27,19,38,1.0,19,2.3281957012931778,0.13198877919105723,0.6423230046151273,1.7840876061523205,2.3281957012931778,0.4286072695946401,1.0,2.3416823771347666,0.09632039473684212,0.6646221475783761,1.0,2.781630115268957,,,38,0.908190131774416,0.9999999999999999,1.0,1.0,26,5000
1,4,Gaussian residual-scale,bayesian_laplace,normalized_residual,0.1,0.9,27,19,38,0.9473684210526315,18,1.7363862308610996,0.016293931259461394,0.6430507054964559,1.7057614617672803,2.2192789272050657,0.4306523979352492,1.0,2.4201970117001395,0.10948618421052633,0.6799785559836912,0.9736842105263158,2.144119381904602,,,37,0.8650512388404787,0.9953394123142312,0.9090909090909091,1.0,26,5000
