m,method,variant,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,picp_mean,picp_std,mpiw_mean,mpiw_std,ece_mean,ece_std,nll_mean,nll_std,physics_residual_abs_mean,physics_residual_abs_std
2,persistence,persistence_anchor,0.598707574524478,0.0,0.7590149944992222,0.0,1.306366612626417,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,288051880924.43054,0.0,0.0,0.0
3,adaptive_pinn,uncertainty_adaptive_beta=5,0.42275806358292406,0.009210517872645888,0.5387635978632137,0.007479180859223437,0.7572511794763037,0.0055031227603809406,0.20175438596491227,0.015193428136569102,0.242319620650858,0.01530526031302084,0.5407410087719299,0.014833058397443722,40.20860996467936,3.99057552515656,0.008395955540876835,0.0014342581475729305
3,anchored_correction,anchored_correction,0.3964482885376926,0.006683886512563472,0.5105781580475629,0.00609310753524151,0.8354724766168043,0.022576535418647563,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,130357403044.53648,3106845174.511312,0.42770981846003786,0.13797616711145236
3,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.3864555814744611,0.0029261451582314594,0.508481512633964,0.0014833104332900567,0.7947987395039089,0.008134704002244007,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,129277457735.64601,753603448.2650992,0.021740879202078015,0.003400263428924159
3,anchored_correction_uq,anchored_correction_uq,0.40493012171026255,0.0020169039063391977,0.5225430099347632,0.00653504286456471,0.8023116043789026,0.034627101302498665,0.07017543859649122,0.040198032411893334,0.07045069669410096,0.013769428358489797,0.6153024122807017,0.03311330892662608,816.907658017999,144.44366820405745,0.4126561659090371,0.11119953239437198
3,fixed_pinn,fixed_gompertz_lambda=10,0.4236446631288058,0.004509025918719515,0.5392480451267864,0.0052730132790746774,0.8242197067975526,0.0073293312454192254,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,145403495296.64755,2841917819.812475,0.018220300784349674,0.008318141558030201
3,no_physics,plain_mlp,0.4186974529569086,0.004288679883931991,0.5412427323527808,0.012280155136703315,0.9000181150584853,0.16848269919757258,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,146522115052.8492,6667456207.078917,0.3635885370471171,0.029703933724219242
3,persistence,persistence_anchor,0.39917743513426657,0.0,0.5056675855152925,0.0,0.780557311003894,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,127849853507.53624,0.0,0.0,0.0
4,adaptive_pinn,uncertainty_adaptive_beta=5,0.3557738234632211,0.00712784693187562,0.4423441137036037,0.0073003209504053646,0.6505412462215061,0.08445659014804324,0.30701754385964913,0.04019803241189334,0.3426633484534951,0.05846107664067845,0.5100392543859649,0.023104503843975256,14.604843557628016,5.839033936897813,0.02749199413823832,0.005555961402478232
4,anchored_correction,anchored_correction,0.35750149992670405,0.005063372076949175,0.446391667901235,0.0014984669118515907,0.7201779790623682,0.018946818396216595,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,99633509040.62201,668964813.9742855,0.4552933304932538,0.09407535533032477
4,anchored_correction_pinn,anchored_correction_pinn_lambda=1,0.35206393480889103,0.004953997033018266,0.4414771841870504,0.006025457382590464,0.6833674126838774,0.020205983858409868,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,97463154111.52332,2670567615.5213976,0.01982760497992606,0.004769064213360854
4,anchored_correction_uq,anchored_correction_uq,0.3575814755669419,0.0017654668891235444,0.44711109525916076,0.0022153395762465476,0.7284689670733974,0.014673968561608236,0.043859649122807015,0.015193428136569098,0.053340398735089,0.006213303755041644,0.6328462719298246,0.011552251921987644,1296.0376811717572,313.4007213936079,0.44214893497989727,0.08604846038712011
4,fixed_pinn,fixed_gompertz_lambda=10,0.34066124512863,0.006211699226713718,0.43001791532344363,0.0025802975162641135,0.6317299700888973,0.02759173451112112,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,92459923048.42108,1111492372.350406,0.010243986152091608,0.0024926660562670216
4,no_physics,plain_mlp,0.3351757279924003,0.007302944532930227,0.42604945280486,0.007155600459836205,0.6399363997230209,0.013367320920903628,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,90776135644.07735,3033875457.527244,0.45289743758331485,0.02003665192234266
4,persistence,persistence_anchor,0.35693784568055076,0.0,0.4529820598537085,0.0,0.6964325918696788,0.0,0.0,0.0,0.0,0.0,0.6668375000000001,0.0,102596373261.75783,0.0,0.0,0.0
